instrument,innovation,forecast_date,origin_index,error_type,error
ETH-USD,student_t,2024-06-09,1054,GarchFitError,"fit violated GARCH constraints: omega=0.05022014459426129, alpha=0.037133184267457785, beta=0.9628668157325423"
ETH-USD,student_t,2024-06-11,1056,GarchFitError,"fit violated GARCH constraints: omega=0.04502866823430726, alpha=0.03642481410547207, beta=0.963575185894528"
ETH-USD,student_t,2024-06-12,1057,GarchFitError,"fit violated GARCH constraints: omega=0.0408688357598613, alpha=0.034982778960605636, beta=0.9650172210393944"
ETH-USD,student_t,2024-06-13,1058,GarchFitError,"fit violated GARCH constraints: omega=0.04659822334293327, alpha=0.03627948024321101, beta=0.9637205197567891"
ETH-USD,student_t,2024-06-14,1059,GarchFitError,"fit violated GARCH constraints: omega=0.05347344993034589, alpha=0.03822482049662449, beta=0.9617751795033755"
ETH-USD,student_t,2024-06-15,1060,GarchFitError,"fit violated GARCH constraints: omega=0.0530043906971841, alpha=0.03828511884448983, beta=0.9617148811555102"
ETH-USD,student_t,2024-06-16,1061,GarchFitError,"fit violated GARCH constraints: omega=0.05815616727122375, alpha=0.039214644656732814, beta=0.9607853553432673"
ETH-USD,student_t,2024-06-17,1062,GarchFitError,"fit violated GARCH constraints: omega=0.052318000396287916, alpha=0.03818984935265501, beta=0.9618101506473451"
ETH-USD,student_t,2024-06-18,1063,GarchFitError,"fit violated GARCH constraints: omega=0.0458394498133153, alpha=0.036461483711944256, beta=0.9635385162880558"
ETH-USD,student_t,2024-06-19,1064,GarchFitError,"fit violated GARCH constraints: omega=0.04388810659893649, alpha=0.03647276762028328, beta=0.9635272323797167"
ETH-USD,student_t,2024-06-20,1065,GarchFitError,"fit violated GARCH constraints: omega=0.04443190807773827, alpha=0.03634218141788889, beta=0.9636578185821111"
ETH-USD,student_t,2024-06-21,1066,GarchFitError,"fit violated GARCH constraints: omega=0.04336881861049852, alpha=0.03639451521053486, beta=0.9636054847894652"
ETH-USD,student_t,2024-06-22,1067,GarchFitError,"fit violated GARCH constraints: omega=0.050279920148870214, alpha=0.03806852244910797, beta=0.961931477550892"
ETH-USD,student_t,2024-06-24,1069,GarchFitError,"fit violated GARCH constraints: omega=0.05638979573369889, alpha=0.040735271217368, beta=0.959264728782632"
ETH-USD,student_t,2024-06-25,1070,GarchFitError,"fit violated GARCH constraints: omega=0.05561870652960911, alpha=0.040094662234027544, beta=0.9599053377659724"
ETH-USD,student_t,2024-06-26,1071,GarchFitError,"fit violated GARCH constraints: omega=0.05601055227592733, alpha=0.04046456861464114, beta=0.9595354313853589"
ETH-USD,student_t,2024-06-27,1072,GarchFitError,"fit violated GARCH constraints: omega=0.05886729150784509, alpha=0.04143782923876489, beta=0.9585621707612352"
ETH-USD,student_t,2024-06-28,1073,GarchFitError,"fit violated GARCH constraints: omega=0.052261802728, alpha=0.03999026067529639, beta=0.9600097393247036"
ETH-USD,student_t,2024-06-29,1074,GarchFitError,"fit violated GARCH constraints: omega=0.05373936352013873, alpha=0.03971954268505713, beta=0.9602804573149429"
ETH-USD,student_t,2024-07-01,1076,GarchFitError,"fit violated GARCH constraints: omega=0.08227648282895407, alpha=0.04910999114135783, beta=0.9508900088586422"
ETH-USD,student_t,2024-07-02,1077,GarchFitError,"fit violated GARCH constraints: omega=0.10756060240052318, alpha=0.05492864634879584, beta=0.9450713536512042"
ETH-USD,student_t,2024-07-03,1078,GarchFitError,"fit violated GARCH constraints: omega=0.09732236783691642, alpha=0.05418173956905531, beta=0.9458182604309447"
ETH-USD,student_t,2024-07-04,1079,GarchFitError,"fit violated GARCH constraints: omega=0.07207864737102568, alpha=0.04663733926544137, beta=0.9533626607345587"
ETH-USD,student_t,2024-07-05,1080,GarchFitError,"fit violated GARCH constraints: omega=0.059918764620045195, alpha=0.04093330690853812, beta=0.9590666930914619"
ETH-USD,student_t,2024-07-06,1081,GarchFitError,"fit violated GARCH constraints: omega=0.06201824147859161, alpha=0.0409527787400522, beta=0.9590472212599479"
ETH-USD,student_t,2024-07-07,1082,GarchFitError,"fit violated GARCH constraints: omega=0.05445545963249836, alpha=0.0392369475964426, beta=0.9607630524035574"
ETH-USD,student_t,2024-07-08,1083,GarchFitError,"fit violated GARCH constraints: omega=0.04688254178377642, alpha=0.03748805557786975, beta=0.9625119444221303"
ETH-USD,student_t,2024-07-09,1084,GarchFitError,"fit violated GARCH constraints: omega=0.0474482069810788, alpha=0.03718478137047124, beta=0.9628152186295288"
ETH-USD,student_t,2024-07-10,1085,GarchFitError,"fit violated GARCH constraints: omega=0.045373039593047636, alpha=0.036949434592590244, beta=0.9630505654074099"
ETH-USD,student_t,2024-07-13,1088,GarchFitError,"fit violated GARCH constraints: omega=0.049176133945327494, alpha=0.03818259873705493, beta=0.9618174012629451"
ETH-USD,student_t,2024-07-14,1089,GarchFitError,"fit violated GARCH constraints: omega=0.05340764444491155, alpha=0.03872566412883714, beta=0.961274335871163"
ETH-USD,student_t,2024-07-15,1090,GarchFitError,"fit violated GARCH constraints: omega=0.05105974781538695, alpha=0.03857996127916039, beta=0.9614200387208397"
ETH-USD,student_t,2024-07-16,1091,GarchFitError,"fit violated GARCH constraints: omega=0.053719874683976536, alpha=0.03692642653524803, beta=0.963073573464752"
ETH-USD,student_t,2024-07-17,1092,GarchFitError,"fit violated GARCH constraints: omega=0.050907947766480215, alpha=0.036944171563423146, beta=0.9630558284365769"
ETH-USD,student_t,2024-07-18,1093,GarchFitError,"fit violated GARCH constraints: omega=0.04891222691702017, alpha=0.037279054510739866, beta=0.9627209454892601"
ETH-USD,student_t,2024-07-19,1094,GarchFitError,"fit violated GARCH constraints: omega=0.048637635209570096, alpha=0.03798893770242656, beta=0.9620110622975735"
ETH-USD,student_t,2024-07-25,1100,GarchFitError,"fit violated GARCH constraints: omega=0.04006133336418704, alpha=0.034098090027504815, beta=0.9659019099724951"
ETH-USD,student_t,2024-07-26,1101,GarchFitError,"fit violated GARCH constraints: omega=0.03654155235622356, alpha=0.03170268529326127, beta=0.9682973147067387"
ETH-USD,student_t,2024-07-27,1102,GarchFitError,"fit violated GARCH constraints: omega=0.036058785671902, alpha=0.03205470632205221, beta=0.9679452936779478"
ETH-USD,student_t,2024-07-28,1103,GarchFitError,"fit violated GARCH constraints: omega=0.03863752966176277, alpha=0.032238131101176765, beta=0.9677618688988232"
ETH-USD,student_t,2024-07-29,1104,GarchFitError,"fit violated GARCH constraints: omega=0.04021896004330521, alpha=0.033260171167607454, beta=0.9667398288323926"
ETH-USD,student_t,2024-07-30,1105,GarchFitError,"fit violated GARCH constraints: omega=0.032775495694192296, alpha=0.029700313365783756, beta=0.9702996866342163"
ETH-USD,student_t,2024-07-31,1106,GarchFitError,"fit violated GARCH constraints: omega=0.03425840261780035, alpha=0.03029576152524513, beta=0.969704238474755"
ETH-USD,student_t,2024-08-01,1107,GarchFitError,"fit violated GARCH constraints: omega=0.03473476472117189, alpha=0.03109133407766409, beta=0.9689086659223359"
ETH-USD,student_t,2024-08-02,1108,GarchFitError,"fit violated GARCH constraints: omega=0.03721789000442148, alpha=0.03129731003167079, beta=0.9687026899683293"
ETH-USD,student_t,2024-08-04,1110,GarchFitError,"fit violated GARCH constraints: omega=0.03678183059050986, alpha=0.02768115121330419, beta=0.9723188487866958"
ETH-USD,student_t,2024-08-05,1111,GarchFitError,"fit violated GARCH constraints: omega=0.036774468604426486, alpha=0.025589739478534573, beta=0.9744102605214654"
ETH-USD,student_t,2024-08-08,1114,GarchFitError,"fit violated GARCH constraints: omega=0.04198115423738468, alpha=0.02700792745872448, beta=0.9729920725412756"
ETH-USD,student_t,2024-08-10,1116,GarchFitError,"fit violated GARCH constraints: omega=0.06400404844253665, alpha=0.032466682079076006, beta=0.9675333179209241"
ETH-USD,student_t,2024-08-11,1117,GarchFitError,"fit violated GARCH constraints: omega=0.0560498130685963, alpha=0.02883845555799139, beta=0.9711615444420086"
ETH-USD,student_t,2024-08-13,1119,GarchFitError,"fit violated GARCH constraints: omega=0.05968181076802404, alpha=0.03285971555938325, beta=0.9671402844406168"
ETH-USD,student_t,2024-08-14,1120,GarchFitError,"fit violated GARCH constraints: omega=0.05487090152691713, alpha=0.031197659994256326, beta=0.9688023400057437"
ETH-USD,student_t,2024-08-17,1123,GarchFitError,"fit violated GARCH constraints: omega=0.055314540999356475, alpha=0.03072917483707944, beta=0.9692708251632562"
ETH-USD,student_t,2024-08-19,1125,GarchFitError,"fit violated GARCH constraints: omega=0.06080643742916312, alpha=0.02952926989176671, beta=0.9704707301082334"
ETH-USD,student_t,2024-08-20,1126,GarchFitError,"fit violated GARCH constraints: omega=0.0608111452567994, alpha=0.02994502998089859, beta=0.9700549700191015"
ETH-USD,student_t,2024-08-21,1127,GarchFitError,"fit violated GARCH constraints: omega=0.0616987025877401, alpha=0.03121036347461466, beta=0.9687896365256945"
ETH-USD,student_t,2024-08-22,1128,GarchFitError,"fit violated GARCH constraints: omega=0.06219291820065175, alpha=0.03256219535033091, beta=0.9674378046496691"
ETH-USD,student_t,2024-08-25,1131,GarchFitError,"fit violated GARCH constraints: omega=0.07326950781042868, alpha=0.03509840252733817, beta=0.9649015974726619"
ETH-USD,student_t,2024-08-26,1132,GarchFitError,"fit violated GARCH constraints: omega=0.07109111742500722, alpha=0.03176809989899463, beta=0.9682319001010267"
ETH-USD,student_t,2024-08-27,1133,GarchFitError,"fit violated GARCH constraints: omega=0.06867225302316199, alpha=0.029346240891308165, beta=0.9706537591094735"
ETH-USD,student_t,2024-08-28,1134,GarchFitError,"fit violated GARCH constraints: omega=0.07009949406668395, alpha=0.031539291913641763, beta=0.9684607080871102"
ETH-USD,student_t,2024-08-30,1136,GarchFitError,"fit violated GARCH constraints: omega=0.0798810368426322, alpha=0.03318805693811245, beta=0.9668119430618876"
ETH-USD,student_t,2024-09-01,1138,GarchFitError,"fit violated GARCH constraints: omega=0.030845486365275922, alpha=0.0, beta=1.0"
ETH-USD,student_t,2024-09-02,1139,GarchFitError,"fit violated GARCH constraints: omega=0.04240169003940359, alpha=0.0177560926666553, beta=0.9822439155492092"
ETH-USD,student_t,2024-09-03,1140,GarchFitError,"fit violated GARCH constraints: omega=0.0284058461075779, alpha=0.0, beta=1.0"
ETH-USD,student_t,2024-09-04,1141,GarchFitError,"fit violated GARCH constraints: omega=0.029512150598359876, alpha=0.0, beta=1.0"
ETH-USD,student_t,2024-09-05,1142,GarchFitError,"fit violated GARCH constraints: omega=0.029431737579068844, alpha=2.3207898476486054e-13, beta=1.0"
ETH-USD,student_t,2024-09-06,1143,GarchFitError,"fit violated GARCH constraints: omega=0.03020437005813331, alpha=4.497359707640119e-10, beta=1.0"
ETH-USD,student_t,2024-09-07,1144,GarchFitError,"fit violated GARCH constraints: omega=0.032055126801593, alpha=1.6675449222434815e-08, beta=1.0"
ETH-USD,student_t,2024-09-08,1145,GarchFitError,"fit violated GARCH constraints: omega=0.03646853669540076, alpha=0.01729370199473728, beta=0.9827062980062222"
ETH-USD,student_t,2024-09-10,1147,GarchFitError,"fit violated GARCH constraints: omega=0.03369696623899386, alpha=5.5571296258693356e-14, beta=1.0"
ETH-USD,student_t,2024-09-11,1148,GarchFitError,"fit violated GARCH constraints: omega=0.03428686212959753, alpha=0.0, beta=1.0"
ETH-USD,student_t,2024-09-13,1150,GarchFitError,"fit violated GARCH constraints: omega=0.03833175385820449, alpha=0.0, beta=1.0"
ETH-USD,student_t,2024-09-14,1151,GarchFitError,"fit violated GARCH constraints: omega=0.04135468854639947, alpha=1.7443541048543598e-10, beta=0.9999999999898148"
ETH-USD,student_t,2024-09-15,1152,GarchFitError,"fit violated GARCH constraints: omega=0.044284795666455115, alpha=4.204991760556249e-11, beta=0.9999999999700422"
ETH-USD,student_t,2024-09-17,1154,GarchFitError,"fit violated GARCH constraints: omega=0.03724116211976386, alpha=8.582254416180811e-14, beta=1.0"
ETH-USD,student_t,2024-09-18,1155,GarchFitError,"fit violated GARCH constraints: omega=0.033514807934964704, alpha=0.0, beta=1.0"
ETH-USD,student_t,2024-09-19,1156,GarchFitError,"fit violated GARCH constraints: omega=0.034683032640052534, alpha=1.4505661560457763e-10, beta=0.9999999999115902"
ETH-USD,student_t,2024-09-20,1157,GarchFitError,"fit violated GARCH constraints: omega=0.036032208399000974, alpha=1.7418814969538812e-09, beta=0.9999999988835935"
ETH-USD,student_t,2024-09-21,1158,GarchFitError,"fit violated GARCH constraints: omega=0.03482249127731031, alpha=0.0, beta=1.0"
ETH-USD,student_t,2024-09-22,1159,GarchFitError,"fit violated GARCH constraints: omega=0.03400042994993354, alpha=0.0, beta=1.0"
ETH-USD,student_t,2024-09-23,1160,GarchFitError,"fit violated GARCH constraints: omega=0.035298708014571405, alpha=0.0, beta=1.0"
ETH-USD,student_t,2024-09-24,1161,GarchFitError,"fit violated GARCH constraints: omega=0.034783522560946044, alpha=2.2285931796284755e-10, beta=0.9999999999769974"
ETH-USD,student_t,2024-09-26,1163,GarchFitError,"fit violated GARCH constraints: omega=0.03363038406365002, alpha=6.993118678149273e-10, beta=0.9999999994477847"
ETH-USD,student_t,2024-09-27,1164,GarchFitError,"fit violated GARCH constraints: omega=0.03381644504112061, alpha=0.0, beta=1.0"
ETH-USD,student_t,2024-09-28,1165,GarchFitError,"fit violated GARCH constraints: omega=0.03292959455567606, alpha=4.132078818122623e-14, beta=1.0"
ETH-USD,student_t,2024-09-30,1167,GarchFitError,"fit violated GARCH constraints: omega=0.03282007010442723, alpha=4.0138010422800507e-10, beta=0.9999999999998309"
ETH-USD,student_t,2024-10-01,1168,GarchFitError,"fit violated GARCH constraints: omega=0.03248607427716417, alpha=1.2514638287714003e-09, beta=1.0"
ETH-USD,student_t,2024-10-04,1171,GarchFitError,"fit violated GARCH constraints: omega=0.03380213097615829, alpha=2.985584026395693e-09, beta=0.9999999999999352"
ETH-USD,student_t,2024-10-06,1173,GarchFitError,"fit violated GARCH constraints: omega=0.03729144308123377, alpha=0.0, beta=1.0"
ETH-USD,student_t,2024-10-07,1174,GarchFitError,"fit violated GARCH constraints: omega=0.036566150642679214, alpha=2.8071518992588727e-10, beta=1.0"
ETH-USD,student_t,2024-10-08,1175,GarchFitError,"fit violated GARCH constraints: omega=0.03804708624695301, alpha=0.0, beta=1.0"
ETH-USD,student_t,2024-10-09,1176,GarchFitError,"fit violated GARCH constraints: omega=0.03717355104406452, alpha=1.359591342428306e-12, beta=1.0"
ETH-USD,student_t,2024-10-10,1177,GarchFitError,"fit violated GARCH constraints: omega=0.036336734247616465, alpha=0.0, beta=1.0"
ETH-USD,student_t,2024-10-11,1178,GarchFitError,"fit violated GARCH constraints: omega=0.03716362371362975, alpha=0.0, beta=1.0"
ETH-USD,student_t,2024-10-13,1180,GarchFitError,"fit violated GARCH constraints: omega=0.03882376440778884, alpha=0.0, beta=1.0"
ETH-USD,student_t,2024-10-19,1186,GarchFitError,"fit violated GARCH constraints: omega=0.04316458079951947, alpha=0.0, beta=1.0"
ETH-USD,student_t,2024-10-20,1187,GarchFitError,"fit violated GARCH constraints: omega=0.0457561807766526, alpha=1.2872833280298763e-14, beta=0.9999999999999984"
ETH-USD,student_t,2024-10-21,1188,GarchFitError,"fit violated GARCH constraints: omega=0.06165672357670148, alpha=0.02538455459591884, beta=0.9746154454048481"
ETH-USD,student_t,2024-10-22,1189,GarchFitError,"fit violated GARCH constraints: omega=0.061142479652654645, alpha=0.027764483792851798, beta=0.9722355162071817"
ETH-USD,student_t,2024-10-23,1190,GarchFitError,"fit violated GARCH constraints: omega=0.04192491720062049, alpha=0.0, beta=1.0"
ETH-USD,student_t,2024-10-24,1191,GarchFitError,"fit violated GARCH constraints: omega=0.041813037598883565, alpha=4.973183979186481e-10, beta=0.999999999735557"
ETH-USD,student_t,2024-10-25,1192,GarchFitError,"fit violated GARCH constraints: omega=0.04216353501693303, alpha=0.0, beta=1.0"
ETH-USD,student_t,2024-10-26,1193,GarchFitError,"fit violated GARCH constraints: omega=0.04236857060677208, alpha=3.922124478074368e-11, beta=0.999999999971006"
ETH-USD,student_t,2024-10-27,1194,GarchFitError,"fit violated GARCH constraints: omega=0.03602793044411864, alpha=4.219090033765051e-09, beta=0.9999999961926479"
ETH-USD,student_t,2024-10-28,1195,GarchFitError,"fit violated GARCH constraints: omega=0.03652779756454865, alpha=9.027879883698651e-10, beta=0.9999999995003743"
ETH-USD,student_t,2024-10-30,1197,GarchFitError,"fit violated GARCH constraints: omega=0.03793561420442131, alpha=1.286575463687655e-10, beta=0.9999999999180248"
ETH-USD,student_t,2024-11-01,1199,GarchFitError,"fit violated GARCH constraints: omega=0.039812268166897334, alpha=0.0, beta=1.0"
ETH-USD,normal,2024-09-17,1154,GarchFitError,"fit violated GARCH constraints: omega=0.017719044278443608, alpha=0.0, beta=1.0"
ETH-USD,normal,2024-09-20,1157,GarchFitError,"fit violated GARCH constraints: omega=0.022112370313286417, alpha=0.0, beta=1.0"
ETH-USD,normal,2024-09-21,1158,GarchFitError,"fit violated GARCH constraints: omega=0.021539249933299327, alpha=6.06951576846523e-16, beta=1.0"
ETH-USD,normal,2024-09-22,1159,GarchFitError,"fit violated GARCH constraints: omega=0.02091040139521461, alpha=0.0, beta=1.0"
ETH-USD,normal,2024-09-23,1160,GarchFitError,"fit violated GARCH constraints: omega=0.021832801933594475, alpha=0.0, beta=1.0"
ETH-USD,normal,2024-09-25,1162,GarchFitError,"fit violated GARCH constraints: omega=0.02070273096399467, alpha=0.0, beta=1.0"
ETH-USD,normal,2024-09-26,1163,GarchFitError,"fit violated GARCH constraints: omega=0.02004244284018145, alpha=0.0, beta=1.0"
ETH-USD,normal,2024-11-07,1205,GarchFitError,"fit violated GARCH constraints: omega=0.01864393526419698, alpha=0.0, beta=1.0"
ETH-USD,normal,2024-11-08,1206,GarchFitError,"fit violated GARCH constraints: omega=0.019094308404696815, alpha=0.0, beta=1.0"
